ID,interest,knowledge,helped_learning,rating
159,2,7,5,1
160,2,6,3,7
161,6,4,4,2
162,6,3,7,7
163,3,1,3,5
164,2,3,4,3
165,7,7,7,6
166,2,6,2,7
167,7,7,7,3
168,6,2,7,6
169,4,4,4,6
170,2,6,5,7
171,6,5,5,4
172,3,7,7,7
173,1,6,7,2
174,7,2,5,6
175,6,6,7,6
176,1,2,4,2
177,6,3,2,3
178,1,5,5,5
179,6,2,6,7
180,1,7,7,3
181,4,7,5,6
182,6,5,4,5
183,2,4,2,5
184,2,7,2,2
185,7,6,6,5
186,1,1,3,3
187,6,2,2,7
188,3,5,2,5
189,4,4,5,5
190,2,2,3,2
191,4,1,6,1
192,1,3,5,5
193,6,7,3,1
194,7,6,4,7
195,7,2,4,4
196,6,5,3,3
197,5,4,1,7
198,4,6,7,6
199,1,6,2,3
200,1,4,2,3
201,4,5,6,5
202,2,7,7,7
203,5,1,2,6
204,5,3,7,2
205,7,6,7,2
206,7,4,5,5
207,6,2,6,1
208,6,6,5,6
209,4,5,2,2
210,1,6,1,4
211,5,4,1,6
212,3,3,5,3
213,1,7,6,4
214,3,6,2,2
215,2,6,4,3
216,1,1,5,4
217,2,4,4,1
218,6,6,7,7
219,4,7,6,7
220,7,4,4,3
221,4,5,5,2
222,1,2,6,2
223,2,5,4,6
224,2,5,1,3
225,6,7,6,1
226,5,5,4,7
227,1,7,6,5
228,2,4,2,7
229,7,5,4,1
230,3,4,2,7
231,3,2,2,4
232,6,7,5,4
233,6,1,1,3
234,3,1,4,5
235,6,7,2,7
236,1,6,3,2
237,6,6,4,4
238,6,1,1,4
239,2,1,5,5
240,3,6,3,5
241,6,3,3,5
242,7,4,4,3
243,4,6,1,6
244,5,4,7,7
245,3,3,5,7
246,2,7,6,6
247,2,4,5,6
248,5,1,6,1
249,6,2,2,5
250,7,3,5,7
251,5,4,4,3
252,6,3,2,5
253,5,2,4,4
254,5,2,4,6
255,6,5,4,3
256,5,4,4,5
257,2,6,1,7
258,6,3,1,2
259,2,4,2,4
260,6,1,4,6
261,5,3,5,6
262,3,2,3,6
263,5,5,2,1
264,6,5,3,2
265,1,6,7,1
266,2,1,2,7
267,5,4,3,6
268,7,6,6,1
269,1,7,5,3
270,5,2,1,3
271,1,4,3,5
272,1,3,6,7
273,4,4,5,3
274,5,1,4,2
275,7,7,3,6
276,3,7,5,3
277,7,2,7,5
278,1,3,2,6
279,7,4,5,6
280,1,1,4,2
281,6,2,5,4
282,2,1,5,4
283,3,2,6,5
284,4,6,7,2
285,1,5,6,1
286,6,4,2,7
287,5,6,7,1
288,2,4,5,6
289,7,6,5,5
290,1,6,5,3
291,3,4,7,3
292,2,4,3,3
293,6,5,5,2
294,5,6,7,1
295,3,4,6,5
296,4,4,5,7
297,5,4,3,1
298,2,2,7,7
299,5,5,2,1
300,7,2,7,6
301,7,6,6,2
302,2,2,4,2
303,5,5,1,6
304,4,5,7,5
305,3,3,5,3
306,5,6,5,5
307,2,1,7,1
308,2,6,2,2
309,2,4,7,4
310,7,5,1,2
311,3,2,2,2
312,2,5,6,7
313,6,3,2,2
314,1,7,3,2
315,1,6,1,4
316,2,6,3,1
317,6,6,5,4
318,2,6,1,4
319,5,6,5,2
320,5,6,3,1
321,4,1,6,1
322,2,5,6,7
323,6,3,5,5
324,7,5,7,5
325,3,5,4,4
326,6,2,4,7
327,4,4,2,5
328,2,5,3,6
329,4,5,7,4
330,6,3,1,3
331,7,5,4,6
332,6,7,2,6
333,2,4,2,1
334,7,1,2,4
335,2,2,5,4
336,4,3,1,3
337,5,6,1,7
338,3,6,4,5
339,7,5,7,1
340,1,3,1,6
341,2,7,4,6
342,6,5,7,3
343,6,1,3,3
344,5,7,7,7
345,6,6,4,1
346,4,4,1,6
347,5,5,7,7
348,1,6,1,2
349,1,1,6,2
350,2,7,5,5
351,4,3,7,6
352,7,1,7,3
353,2,2,1,7
354,6,2,1,3
355,2,6,2,5
356,3,5,1,2
357,5,3,7,5
358,4,6,3,5
359,3,7,1,4
360,2,2,2,3
361,4,1,4,2
362,6,4,5,5
363,1,1,1,5
364,6,2,7,1
365,6,5,6,7
366,2,2,2,3
367,5,4,4,3
368,2,5,7,5
369,2,6,6,4
370,5,3,5,1
371,5,7,2,2
372,1,5,5,1
373,2,4,2,7
374,1,1,6,6
375,3,3,5,1
376,5,6,1,1
377,5,7,2,7
378,7,3,4,6
379,7,7,2,6
380,5,5,2,6
381,7,6,5,7
382,5,1,1,5
383,4,7,4,4
384,6,7,1,6
385,1,7,7,6
386,4,6,4,7
387,7,4,3,6
388,3,2,7,6
389,3,4,4,4
390,6,4,7,7
391,6,6,3,3
392,6,4,1,5
393,2,5,3,2
394,5,2,3,1
395,2,5,4,2
396,5,3,7,3
397,3,1,5,6
398,4,6,1,1
399,2,5,2,5
400,1,7,3,4
401,5,6,2,1
402,1,7,1,2
403,5,1,3,7
404,5,7,3,2
405,5,6,2,4
406,6,6,2,6
407,1,1,7,1
408,5,1,1,6
409,7,6,6,7
410,6,7,2,1
411,1,5,2,1
412,5,2,3,6
413,2,4,3,6
414,6,5,3,7
415,5,2,1,2
416,2,4,4,3
417,2,1,6,6
418,5,7,7,6
419,6,7,6,7
420,3,6,6,5
421,6,6,7,4
422,4,7,1,4
423,2,5,7,2
424,6,6,7,4
425,2,1,5,1
426,2,2,5,4
427,5,4,3,3
428,4,2,3,1
429,2,2,4,7
430,6,3,5,5
431,6,6,7,7
432,6,3,3,4
433,2,5,2,2
434,5,1,4,7
435,6,1,6,1
436,2,6,4,2
437,7,5,1,6
438,5,4,4,4
439,5,3,2,3
440,3,6,2,4
441,1,1,6,6
442,2,2,5,1
443,1,5,2,4
444,4,3,2,1
445,4,2,3,1
446,4,2,7,2
447,7,6,4,4
448,6,7,7,5
449,6,3,1,1
450,4,3,2,5
451,7,1,4,5
452,2,6,4,2
453,2,2,1,3
454,3,4,3,2
455,4,5,5,6
456,4,7,5,5
457,3,6,5,7
458,1,3,5,1
459,5,7,1,4
460,2,3,3,4
461,4,5,7,5
462,5,2,4,6
463,6,5,7,7
464,1,7,5,1
465,6,6,5,5
466,4,1,2,5
467,3,5,4,7
468,4,4,3,4
469,1,3,7,7
470,7,2,2,5
471,7,5,2,6
472,4,1,4,6
473,4,1,1,5
474,3,6,2,1
475,2,5,7,6
476,2,4,1,6
477,5,6,2,6
478,7,3,4,1
479,4,1,4,5
480,5,6,1,1
481,7,5,7,4
482,1,4,1,6
483,6,7,5,5
484,7,1,1,6
485,1,1,1,3
486,3,1,3,6
487,4,5,1,3
488,1,4,3,4
489,2,4,4,5
490,4,1,2,3
491,5,6,7,2
492,6,7,5,1
493,6,7,4,3
494,7,6,1,3
495,2,6,2,5
496,2,4,2,5
497,1,3,6,5
498,3,2,6,3
499,2,2,6,3
500,2,3,7,1
501,3,7,2,7
502,7,2,7,2
503,4,7,2,1
504,7,6,7,1
505,3,6,1,4
506,6,6,5,1
507,7,7,2,7
508,2,5,1,3
509,3,5,2,1
510,1,4,5,4
511,1,5,3,7
512,6,2,2,7
513,7,4,6,6
514,2,3,2,5
515,2,4,1,4
516,2,1,6,2
517,7,1,2,3
518,6,1,7,6
519,1,1,3,6
520,4,4,1,4
521,3,4,5,2
522,7,6,1,1
523,1,5,5,5
524,5,3,7,4
525,5,5,7,7
526,4,1,1,5
527,1,7,5,4
528,5,4,7,4
529,5,5,6,4
530,4,4,3,2
531,2,1,2,7
532,4,1,3,3
533,6,6,7,1
534,4,2,4,3
535,3,5,5,3
536,2,7,4,2
537,1,6,2,3
538,4,4,5,7
539,7,7,5,1
540,3,5,4,1
541,3,3,3,6
542,3,1,4,3
543,4,2,1,1
544,6,5,6,2
545,5,4,1,4
546,2,3,1,1
547,7,2,6,7
548,2,4,4,2
549,4,1,3,1
550,5,4,5,1
551,2,7,3,1
552,1,5,6,3
553,3,3,7,3
554,7,5,2,6
555,1,4,4,3
556,6,3,6,6
557,6,1,3,5
558,1,4,2,4
559,4,4,4,5
560,6,3,5,3
561,5,4,5,2
562,1,3,1,4
563,2,4,7,4
564,6,6,6,5
565,5,5,1,5
566,3,7,7,2
567,2,7,1,3
568,7,2,5,1
569,2,3,6,3
570,6,4,1,1
571,5,6,5,6
572,2,5,4,2
573,5,2,6,6
574,4,1,4,3
575,6,4,4,7
576,4,4,5,6
577,2,5,2,7
578,1,5,7,7
579,5,3,4,3
580,6,3,6,1
581,3,4,7,4
582,7,5,4,6
583,6,7,6,3
584,2,7,7,4
585,2,2,5,7
586,5,5,6,7
587,3,7,7,2
588,5,7,5,2
589,1,7,2,1
590,4,6,4,7
591,7,7,5,2
592,1,5,2,1
593,1,4,4,7
594,6,6,3,1
595,1,5,7,2
596,5,6,7,7
597,1,1,4,3
598,7,3,1,3
599,4,3,6,2
600,4,1,6,7
601,2,2,6,7
602,1,3,1,3
603,7,4,6,2
604,5,7,3,7
605,6,2,6,1
606,7,4,4,5
607,6,4,3,6
608,5,1,1,7
609,6,5,6,1
610,4,6,7,7
611,6,2,4,3
612,4,7,4,5
613,4,3,1,1
614,3,6,6,7
615,3,3,3,2
616,1,2,3,2
617,7,2,7,5
618,5,4,3,3
619,7,3,7,5
620,1,2,2,7
621,5,2,4,4
622,4,3,3,4
623,2,5,6,2
624,6,4,7,3
625,3,3,2,1
626,2,3,4,6
627,2,1,7,2
628,7,4,5,7
629,7,3,5,7
630,3,5,2,7
631,6,5,3,7
632,3,7,1,6
633,3,7,3,1
634,4,3,3,7
635,7,7,4,4
636,5,5,1,3
637,4,4,2,6
638,2,6,1,6
639,7,4,3,3
640,1,4,3,2
641,5,2,4,6
642,6,5,6,4
643,5,5,6,4
644,2,6,5,3
645,5,2,2,5
646,4,5,3,5
647,1,6,4,3
648,5,2,4,6
649,4,3,3,2
650,2,6,5,5
651,7,4,4,5
652,3,7,4,6
653,5,5,6,6
654,1,1,6,2
655,2,5,2,5
656,6,5,5,6
657,2,6,7,6
658,5,6,6,3
659,4,4,3,1
660,1,3,2,1
661,6,1,1,7
662,5,5,1,3
663,1,3,5,5
664,7,2,2,4
665,3,4,6,5
666,2,7,6,4
667,4,3,7,2
668,7,6,2,7
669,4,3,6,7
670,7,7,1,2
671,6,6,4,3
672,4,2,6,1
673,7,7,1,3
674,7,1,2,3
675,4,1,2,7
676,1,5,6,4
677,3,4,1,2
678,5,3,5,3
679,1,6,1,7
680,5,5,2,1
681,2,4,1,4
682,6,6,1,6
683,2,5,2,4
684,5,7,5,5
685,3,6,4,6
686,6,7,7,4
687,6,4,3,1
688,6,5,2,4
689,6,3,6,1
690,2,7,7,1
691,1,3,7,2
692,7,6,5,5
693,3,5,6,5
694,6,5,1,5
695,2,3,3,4
696,5,6,6,1
697,5,1,6,1
698,2,1,3,4
699,5,3,2,5
700,4,6,4,1
701,4,5,3,2
702,6,2,7,4
703,5,7,1,3
704,2,5,3,3
705,7,2,1,1
706,4,7,3,2
707,3,6,5,2
708,1,2,5,6
709,1,1,5,6
710,3,7,7,6
711,2,2,2,5
712,5,7,7,7
713,3,2,1,1
714,1,1,2,4
715,4,1,2,7
716,2,6,4,7
717,4,6,4,2
718,2,7,4,4
719,7,7,4,3
720,5,1,5,4
721,7,4,4,2
722,2,4,1,6
723,2,7,7,4
724,1,3,4,5
725,7,6,3,2
726,5,2,2,7
727,7,5,5,6
728,5,5,7,4
729,2,4,6,5
730,4,6,4,1
731,2,7,3,7
732,7,6,2,7
733,5,6,6,1
734,2,3,4,3
735,7,7,3,4
736,7,2,2,2
737,1,5,7,1
738,1,7,7,2
739,6,4,2,2
740,3,7,3,3
741,6,4,5,3
742,2,2,6,5
743,5,7,2,2
744,6,5,1,1
745,5,3,4,2
746,6,7,2,6
747,6,1,2,3
748,3,7,6,7
749,3,5,2,2
750,5,3,7,6
751,3,3,4,3
752,5,7,4,3
753,7,7,6,7
754,6,1,1,6
755,5,5,5,3
756,3,7,2,7
757,5,6,6,6
758,2,2,2,2
759,3,2,3,3
760,1,1,5,7
761,1,6,3,3
762,3,7,3,2
763,5,5,2,5
764,7,6,1,6
765,7,6,2,7
766,5,2,6,2
767,4,3,5,5
768,4,5,4,6
769,5,4,2,7
770,5,1,3,4
771,3,7,5,6
772,6,1,4,3
773,7,1,2,2
774,6,4,4,7
775,4,2,4,2
776,4,3,6,4
777,5,2,4,5
778,5,6,3,4
779,4,3,7,4
780,7,1,7,6
781,7,2,7,4
782,3,2,3,6
783,2,6,3,3
784,2,5,1,2
785,2,3,2,1
786,2,3,1,5
787,4,1,2,3
788,6,7,3,7
789,1,6,7,7
790,6,1,4,2
791,2,6,4,5
792,6,2,1,1
793,4,6,4,7
794,2,2,6,7
795,6,4,4,5
796,3,5,1,2
797,1,6,3,2
798,2,7,4,5
799,6,5,1,2
800,1,4,7,6
801,5,3,5,3
802,1,2,6,4
803,6,6,1,4
804,5,2,7,5
805,7,5,1,6
806,5,1,3,1
807,3,5,2,4
808,4,6,1,1
809,4,6,4,2
810,6,2,3,1
811,2,1,2,5
812,4,3,5,4
813,4,1,1,5
814,2,5,2,4
815,1,4,7,1
816,5,7,2,3
817,5,5,7,6
818,2,5,7,3
819,4,2,3,4
820,7,6,6,7
821,6,3,4,5
822,4,2,3,1
823,3,6,5,3
824,3,3,7,5
825,1,6,3,4
826,4,6,3,7
827,3,3,5,3
828,4,1,3,7
829,5,7,6,4
830,2,5,3,6
831,4,6,3,7
832,2,6,6,4
833,1,1,5,5
834,2,1,6,7
835,4,1,5,7
836,3,5,2,5
837,7,7,2,5
838,3,1,7,2
839,2,5,4,4
840,5,6,2,4
841,4,6,7,1
842,6,5,1,2
843,1,3,2,4
844,4,6,4,1
845,4,7,5,7
846,5,6,3,5
847,7,3,2,1
848,7,6,2,5
849,1,3,1,5
850,5,5,5,3
851,6,3,6,2
852,6,2,2,6
853,4,7,3,4
854,3,3,2,2
855,2,6,3,5
856,4,5,5,3
857,1,7,6,3
858,3,6,5,7
859,1,6,4,7
860,4,3,7,3
861,1,4,2,6
862,6,1,5,4
863,3,7,5,4
864,2,5,2,4
865,4,7,6,7
866,6,4,2,1
867,6,5,2,5
868,6,7,2,1
869,7,4,7,4
870,3,1,3,2
871,2,4,4,3
872,3,1,3,3
873,2,4,3,2
874,3,3,3,2
875,6,3,4,2
876,5,4,7,3
877,1,2,2,1
878,1,2,2,4
879,1,2,1,4
880,6,5,3,2
881,3,4,7,4
882,6,2,3,5
883,3,3,2,2
884,4,5,4,5
885,1,1,7,3
886,2,3,4,6
887,6,6,1,3
888,7,5,1,3
889,5,6,2,5
890,7,2,7,1
891,4,3,2,4
892,2,1,1,4
893,5,4,4,1
894,4,3,3,2
895,3,3,1,3
896,2,3,3,4
897,1,1,4,1
898,7,7,2,2
899,3,2,3,3
900,1,1,4,5
901,2,1,5,2
902,5,3,1,2
903,1,2,6,7
904,1,1,7,4
905,3,7,6,7
906,3,5,4,7
907,3,4,6,3
908,5,5,5,7
909,3,1,2,3
910,1,5,1,3
911,2,1,5,2
912,2,3,1,3
913,5,6,6,6
914,5,7,6,1
915,3,5,7,1
916,5,1,7,3
917,4,7,3,1
918,1,7,4,3
919,4,6,5,5
920,3,5,7,7
921,4,2,1,4
922,2,2,3,5
923,7,6,7,6
924,4,4,3,7
925,5,2,6,3
926,4,2,3,4
927,3,6,3,2
928,1,7,7,5
929,5,7,5,6
930,4,3,3,4
931,6,2,5,2
932,2,6,2,4
933,5,6,7,4
934,1,4,4,2
935,6,7,1,7
936,2,4,5,1
937,6,4,2,2
938,7,2,1,5
939,5,1,3,2
940,6,6,6,6
941,4,5,1,4
942,2,7,2,5
943,4,4,1,7
944,2,3,7,4
945,4,6,5,1
946,4,5,4,5
947,3,1,7,4
948,4,5,6,7
949,5,4,1,5
950,4,4,2,7
951,7,3,3,1
952,1,2,3,4
953,2,5,5,3
954,6,1,7,5
955,5,1,1,4
956,1,3,4,2
957,6,1,5,2
958,4,7,3,7
959,5,2,4,7
960,4,7,6,7
961,5,3,7,7
962,5,2,3,2
963,4,7,4,4
964,6,5,1,5
965,6,3,7,1
966,7,3,2,1
967,2,3,5,6
968,4,5,4,1
969,6,4,3,6
970,5,5,5,2
971,3,5,2,4
972,6,6,1,4
973,3,4,6,5
974,6,4,7,5
975,2,1,2,1
976,4,4,3,6
977,2,6,5,2
978,7,3,3,6
979,3,4,5,7
980,4,6,5,6
981,5,5,7,6
982,1,6,2,7
983,6,1,7,6
984,5,7,7,4
985,7,7,1,2
986,1,6,1,1
987,7,2,7,4
988,3,1,3,3
989,5,1,2,2
990,6,2,3,1
991,5,3,7,7
992,6,7,5,4
993,1,6,3,6
994,3,4,2,6
995,4,5,4,5
996,5,4,3,5
997,1,5,6,1
998,5,2,4,4
999,1,3,7,7
