ID,interest,knowledge,helped_learning,rating
143,7,3,6,5
144,4,4,2,2
145,2,7,6,2
146,4,3,6,7
147,6,1,1,7
148,3,2,3,6
149,2,7,7,2
150,2,2,4,4
151,2,2,2,1
152,5,7,4,1
153,7,2,1,6
154,6,4,5,7
155,5,1,6,7
156,6,5,2,7
157,5,5,7,1
158,1,2,4,1
159,6,2,2,1
160,2,4,5,5
161,4,1,5,3
162,5,1,4,1
163,1,3,7,4
164,7,7,6,4
165,1,5,7,4
166,1,1,3,3
167,5,5,1,7
168,7,7,1,4
169,7,3,2,6
170,7,6,5,5
171,6,2,1,5
172,3,4,4,4
173,7,3,5,4
174,7,3,7,5
175,2,2,4,7
176,1,4,7,5
177,3,2,1,3
178,7,5,2,7
179,3,1,5,2
180,4,4,1,4
181,3,5,7,3
182,3,3,6,2
183,7,5,2,2
184,7,4,1,2
185,4,7,5,2
186,5,6,2,2
187,6,3,2,5
188,4,1,1,6
189,4,6,3,2
190,5,3,4,4
191,6,3,7,7
192,1,4,1,1
193,2,1,3,1
194,5,1,6,2
195,7,6,5,4
196,7,3,1,6
197,2,5,7,1
198,3,1,5,4
199,1,6,3,3
200,5,5,1,6
201,1,5,6,2
202,4,5,5,7
203,2,5,7,4
204,6,4,1,7
205,7,6,4,3
206,6,6,2,5
207,4,2,1,3
208,2,4,4,6
209,1,7,7,1
210,3,1,2,4
211,3,5,1,1
212,1,3,4,4
213,5,3,5,6
214,1,1,5,3
215,3,2,7,6
216,3,2,7,4
217,6,3,2,4
218,5,4,1,3
219,5,6,5,4
220,5,6,5,3
221,4,6,2,4
222,1,4,1,5
223,7,5,7,1
224,6,3,2,2
225,2,1,1,2
226,3,7,2,5
227,1,7,1,4
228,7,2,1,3
229,5,5,7,6
230,4,3,6,5
231,3,7,6,1
232,4,3,1,3
233,3,1,6,5
234,6,3,4,5
235,1,6,2,5
236,5,1,7,3
237,1,6,5,2
238,1,2,5,7
239,7,4,4,4
240,2,4,3,2
241,4,3,4,5
242,6,3,4,2
243,1,2,2,2
244,4,3,7,4
245,5,3,7,6
246,6,1,7,2
247,2,7,4,6
248,6,2,5,4
249,5,1,2,4
250,4,7,7,1
251,2,2,3,7
252,1,5,1,7
253,3,1,3,4
254,3,3,7,7
255,6,4,4,4
256,4,4,2,6
257,7,6,4,3
258,7,7,2,6
259,6,5,2,3
260,4,7,7,7
261,5,7,3,7
262,2,5,6,6
263,3,1,2,5
264,3,5,5,1
265,3,7,4,5
266,5,6,7,6
267,5,1,6,2
268,6,3,6,5
269,4,2,5,5
270,6,1,2,6
271,7,5,3,6
272,3,1,7,6
273,6,7,3,3
274,7,7,2,1
275,3,3,7,6
276,1,3,4,6
277,4,6,7,2
278,2,7,4,5
279,7,2,5,7
280,3,6,2,5
281,6,3,4,6
282,7,7,2,1
283,5,6,1,5
284,1,7,4,6
285,7,7,1,6
286,3,2,7,3
287,6,1,3,2
288,3,6,5,7
289,2,5,1,7
290,3,6,7,6
291,5,4,2,6
292,2,6,4,4
293,5,5,2,5
294,7,7,1,4
295,3,1,3,4
296,5,4,6,5
297,1,2,3,2
298,6,6,7,1
299,3,3,2,2
300,1,6,1,2
301,5,3,4,3
302,4,1,3,7
303,7,1,6,2
304,5,3,5,7
305,1,7,1,2
306,7,5,1,4
307,1,4,1,4
308,5,7,2,4
309,7,2,6,1
310,4,3,6,6
311,2,4,1,1
312,5,6,2,4
313,6,3,5,7
314,7,1,5,3
315,6,1,3,4
316,2,2,3,6
317,3,5,1,5
318,4,5,4,5
319,5,2,5,3
320,2,6,6,2
321,5,4,5,6
322,4,7,5,3
323,5,1,2,5
324,3,4,1,3
325,4,4,3,4
326,5,5,5,6
327,4,4,5,5
328,6,6,2,6
329,4,5,2,2
330,5,3,5,7
331,5,5,5,5
332,1,4,4,7
333,7,1,1,1
334,2,2,6,5
335,5,2,6,7
336,2,1,2,1
337,3,1,2,3
338,1,6,5,3
339,4,1,2,4
340,4,3,1,4
341,6,3,1,2
342,6,7,4,6
343,5,1,6,2
344,3,3,6,3
345,2,7,2,5
346,3,7,5,3
347,5,3,1,7
348,1,3,1,6
349,6,6,6,4
350,5,1,3,5
351,4,2,7,1
352,6,6,3,4
353,4,7,6,3
354,1,5,6,1
355,1,4,1,5
356,7,3,7,5
357,6,2,1,3
358,4,3,4,3
359,2,1,4,1
360,5,6,6,2
361,6,4,5,4
362,1,7,2,2
363,1,4,1,1
364,4,1,7,2
365,7,2,1,7
366,6,1,7,4
367,2,6,6,6
368,4,7,5,3
369,1,5,1,2
370,4,1,4,3
371,2,2,3,6
372,3,3,7,3
373,6,7,4,6
374,7,5,6,4
375,3,3,1,1
376,3,2,1,7
377,2,2,1,2
378,5,4,1,2
379,1,6,5,7
380,4,3,6,5
381,1,4,6,3
382,7,7,1,3
383,5,1,6,7
384,4,5,5,7
385,1,3,5,4
386,7,3,4,1
387,1,2,7,6
388,6,5,4,7
389,2,3,1,4
390,1,1,1,2
391,6,3,2,3
392,6,7,7,1
393,4,3,1,5
394,2,2,7,5
395,5,3,2,3
396,2,5,4,5
397,6,7,1,5
398,7,5,6,6
399,3,7,5,6
400,7,3,1,2
401,4,6,6,2
402,1,4,1,1
403,2,1,7,5
404,1,4,7,5
405,6,3,6,3
406,7,2,6,1
407,7,1,2,1
408,4,6,3,1
409,7,6,4,4
410,7,7,5,6
411,6,5,7,5
412,6,1,6,7
413,7,1,6,7
414,3,5,4,7
415,2,4,6,1
416,1,6,7,2
417,2,1,2,7
418,7,1,2,3
419,1,1,4,6
420,1,6,3,1
421,6,5,3,4
422,5,2,3,1
423,3,3,2,2
424,2,2,2,5
425,6,3,4,4
426,4,3,6,6
427,7,2,4,6
428,7,2,1,1
429,3,1,5,2
430,4,1,6,2
431,3,5,4,6
432,3,3,2,7
433,4,7,6,4
434,5,5,5,4
435,7,7,4,7
436,7,4,4,6
437,4,2,1,1
438,7,5,7,3
439,6,5,1,5
440,5,6,1,4
441,3,4,1,4
442,5,6,6,2
443,5,2,4,3
444,2,3,2,7
445,1,6,4,4
446,3,6,6,2
447,2,7,1,4
448,2,3,5,6
449,2,1,3,4
450,7,1,2,2
451,4,4,5,3
452,6,4,6,6
453,5,7,1,2
454,2,2,3,3
455,5,1,7,1
456,2,5,1,6
457,7,5,2,5
458,2,3,7,7
459,1,6,6,6
460,5,2,2,3
461,2,3,7,2
462,1,4,2,2
463,3,1,6,6
464,3,3,1,2
465,2,3,3,4
466,3,5,1,5
467,4,3,3,5
468,3,2,5,4
469,3,4,4,3
470,3,3,2,5
471,4,1,2,2
472,7,2,3,4
473,3,3,1,7
474,5,2,5,4
475,1,3,4,2
476,6,4,6,7
477,2,6,3,7
478,4,6,7,5
479,3,6,6,7
480,4,3,1,2
481,1,3,1,6
482,6,4,3,7
483,4,4,1,7
484,6,3,4,2
485,6,1,7,5
486,2,6,4,2
487,3,6,7,5
488,5,4,1,4
489,5,2,2,6
490,2,3,6,2
491,1,5,6,3
492,2,2,5,1
493,6,1,7,7
494,4,5,3,7
495,4,6,3,5
496,3,1,7,4
497,6,1,6,7
498,7,7,7,7
499,7,2,7,2
500,4,7,4,4
501,3,1,2,6
502,3,1,2,2
503,2,7,5,6
504,4,4,4,7
505,2,3,5,3
506,6,2,3,5
507,6,3,5,6
508,6,3,5,7
509,1,4,2,6
510,5,5,6,3
511,2,7,4,6
512,2,6,1,5
513,6,7,2,4
514,7,2,6,6
515,7,6,1,7
516,5,2,2,5
517,3,2,7,1
518,7,7,1,1
519,6,7,5,3
520,4,6,6,7
521,7,4,4,4
522,3,2,5,7
523,6,3,7,2
524,3,6,4,2
525,6,4,2,2
526,6,6,6,6
527,3,7,5,2
528,6,2,4,2
529,7,4,2,7
530,6,4,5,7
531,6,5,6,2
532,3,2,3,3
533,7,4,6,3
534,7,1,6,6
535,2,6,7,7
536,7,2,4,1
537,5,5,7,7
538,2,6,5,6
539,2,7,2,4
540,5,3,5,7
541,3,2,3,6
542,4,7,2,7
543,1,6,4,5
544,3,4,6,7
545,2,7,5,7
546,3,3,1,6
547,4,4,6,7
548,6,5,6,3
549,1,4,2,4
550,4,3,2,3
551,5,3,2,6
552,7,2,1,5
553,6,5,5,6
554,4,1,3,7
555,1,7,4,3
556,3,6,7,3
557,5,6,1,5
558,3,6,2,6
559,5,5,7,6
560,4,4,7,4
561,2,6,4,3
562,1,5,1,7
563,5,7,7,5
564,6,5,4,6
565,3,2,7,6
566,7,1,4,2
567,7,6,6,4
568,5,4,3,5
569,6,2,6,4
570,2,2,1,2
571,5,6,1,2
572,5,2,7,1
573,7,1,1,6
574,4,1,6,5
575,5,5,7,4
576,3,7,7,6
577,2,5,2,3
578,2,2,6,6
579,3,7,3,4
580,3,4,4,6
581,4,6,6,3
582,5,5,6,5
583,5,1,7,6
584,3,6,4,3
585,4,6,3,3
586,7,7,2,7
587,6,1,6,3
588,5,6,5,1
589,7,1,3,7
590,1,1,1,2
591,7,3,3,1
592,6,4,7,1
593,7,4,4,1
594,7,7,7,2
595,5,3,5,7
596,3,2,7,6
597,2,3,5,4
598,5,5,6,1
599,7,5,4,7
600,6,3,1,3
601,5,7,6,5
602,7,5,4,1
603,6,3,7,4
604,4,7,7,6
605,6,4,3,5
606,1,3,2,5
607,2,1,7,2
608,4,2,3,6
609,2,2,6,4
610,6,4,1,7
611,6,6,1,7
612,4,2,3,3
613,4,1,7,6
614,2,3,7,1
615,5,7,7,2
616,6,1,1,6
617,7,6,6,3
618,1,1,7,3
619,6,2,1,6
620,5,4,2,1
621,1,1,2,4
622,4,7,7,5
623,1,4,4,2
624,7,1,4,7
625,5,7,7,5
626,5,7,1,2
627,2,5,7,2
628,1,3,6,2
629,3,6,6,3
630,3,3,7,6
631,3,1,4,1
632,5,1,2,1
633,3,5,2,2
634,1,3,7,4
635,3,3,3,5
636,2,3,3,2
637,6,4,4,4
638,4,7,5,7
639,4,4,2,3
640,2,3,2,7
641,6,7,5,7
642,4,6,4,5
643,2,2,4,7
644,6,3,5,4
645,4,2,6,2
646,4,7,6,2
647,3,1,4,6
648,5,3,3,6
649,1,3,4,5
650,2,2,4,1
651,4,2,1,5
652,7,5,3,6
653,1,4,7,7
654,4,4,3,1
655,2,2,3,3
656,3,5,2,3
657,5,2,7,3
658,2,5,4,3
659,5,6,6,5
660,2,4,3,5
661,5,2,5,1
662,5,6,6,1
663,5,7,4,3
664,6,4,5,2
665,2,2,7,2
666,4,7,6,1
667,5,1,6,6
668,5,5,7,4
669,2,7,6,2
670,4,2,1,7
671,3,5,6,4
672,3,6,5,2
673,2,3,4,7
674,1,1,3,6
675,6,2,6,4
676,7,6,1,5
677,2,6,3,3
678,3,2,4,3
679,6,3,1,5
680,1,6,1,6
681,4,2,2,4
682,6,6,2,2
683,2,5,3,2
684,6,1,3,1
685,6,6,4,4
686,5,4,5,1
687,3,3,7,1
688,7,2,4,5
689,6,3,5,1
690,2,1,5,3
691,2,3,5,4
692,5,6,1,3
693,5,3,4,4
694,3,6,6,2
695,4,7,7,7
696,6,7,2,3
697,2,7,5,1
698,5,4,5,2
699,1,5,5,7
700,5,6,4,3
701,7,5,1,5
702,4,3,6,7
703,5,4,5,5
704,6,6,7,1
705,4,6,3,4
706,1,2,2,4
707,6,2,7,5
708,5,4,3,4
709,4,6,4,2
710,2,2,3,3
711,6,1,5,7
712,1,6,2,7
713,4,6,3,4
714,1,4,1,7
715,2,1,5,6
716,7,1,5,5
717,4,2,3,4
718,2,7,1,1
719,1,1,7,2
720,1,5,7,2
721,3,4,5,1
722,3,2,2,7
723,5,3,5,4
724,3,7,4,3
725,3,2,4,4
726,2,1,2,3
727,2,2,6,7
728,3,4,1,6
729,5,1,6,2
730,2,3,7,7
731,5,2,7,7
732,3,3,3,7
733,1,2,3,5
734,3,3,6,4
735,3,1,6,7
736,1,2,7,5
737,6,4,5,1
738,1,6,3,5
739,5,1,5,3
740,4,7,5,4
741,3,4,1,7
742,7,6,5,5
743,1,3,6,1
744,4,4,7,1
745,7,3,5,3
746,3,4,2,6
747,1,1,5,6
748,5,2,2,7
749,5,2,4,5
750,2,7,2,1
751,4,2,1,2
752,5,7,6,1
753,2,5,3,7
754,7,3,1,2
755,2,7,4,5
756,4,2,5,4
757,3,2,6,5
758,1,2,6,7
759,3,3,3,3
760,4,3,6,5
761,3,1,6,1
762,5,3,2,3
763,7,7,2,5
764,3,3,6,5
765,2,3,7,1
766,4,2,2,4
767,7,3,4,1
768,6,7,2,7
769,1,7,3,5
770,3,2,1,2
771,2,6,7,6
772,7,5,5,4
773,1,6,4,4
774,4,4,3,5
775,5,6,3,7
776,7,7,6,2
777,6,1,6,1
778,6,1,2,7
779,4,5,6,6
780,1,6,4,3
781,3,6,5,2
782,7,1,3,2
783,3,7,3,4
784,4,4,4,1
785,5,3,3,5
786,6,6,5,2
787,5,2,3,2
788,4,6,3,5
789,5,3,1,2
790,7,7,1,2
791,1,7,5,6
792,6,7,3,5
793,6,1,2,1
794,6,5,5,2
795,5,6,2,7
796,2,4,1,7
797,7,7,4,2
798,6,3,3,5
799,7,2,4,5
800,4,6,4,2
801,6,5,6,3
802,5,7,1,4
803,3,4,5,7
804,7,4,1,5
805,3,2,7,4
806,3,1,5,3
807,3,5,7,7
808,2,1,1,4
809,3,4,2,4
810,7,6,1,1
811,3,3,3,6
812,2,3,2,4
813,2,1,7,7
814,5,1,3,3
815,6,1,1,7
816,6,2,1,4
817,3,1,5,5
818,7,3,4,2
819,5,7,1,1
820,7,1,1,6
821,4,3,4,6
822,1,6,3,6
823,2,2,6,4
824,6,1,4,2
825,5,5,5,5
826,3,6,2,7
827,1,5,2,1
828,1,6,1,2
829,4,3,1,3
830,7,5,2,6
831,6,6,3,2
832,3,7,6,5
833,3,5,7,1
834,5,2,3,2
835,3,2,6,5
836,5,4,3,6
837,5,2,2,2
838,2,7,6,3
839,6,2,1,5
840,5,3,1,2
841,5,3,2,2
842,7,5,7,5
843,1,2,6,2
844,2,1,7,4
845,3,3,3,6
846,3,4,4,7
847,2,6,6,2
848,6,1,1,7
849,3,3,6,2
850,4,4,6,6
851,3,7,7,1
852,7,6,4,6
853,4,4,4,3
854,6,4,4,6
855,4,6,7,2
856,7,5,5,1
857,2,7,2,1
858,1,4,5,6
859,3,3,6,6
860,7,4,5,4
861,1,6,6,3
862,2,5,6,6
863,6,1,3,4
864,7,6,4,6
865,3,3,6,1
866,3,4,2,4
867,3,6,6,3
868,5,7,6,4
869,4,4,2,4
870,5,2,6,1
871,3,4,4,7
872,2,7,3,6
873,6,4,3,1
874,7,1,7,3
875,6,6,1,3
876,1,7,4,1
877,4,2,7,4
878,7,1,1,1
879,3,3,1,3
880,6,6,4,5
881,4,4,7,6
882,4,2,5,4
883,3,4,5,6
884,4,6,7,1
885,4,6,1,3
886,2,7,1,5
887,6,3,2,7
888,6,5,1,1
889,5,6,1,4
890,6,3,3,2
891,6,2,2,1
892,4,1,1,1
893,5,6,2,1
894,3,4,1,5
895,5,7,5,5
896,6,4,2,4
897,2,2,2,5
898,2,7,2,7
899,4,5,3,2
900,2,1,5,2
901,6,6,1,5
902,2,2,4,5
903,1,4,3,7
904,6,6,2,6
905,7,7,1,3
906,4,6,6,4
907,5,6,5,4
908,7,2,7,7
909,6,1,1,2
910,2,6,1,5
911,4,5,2,1
912,4,3,6,2
913,2,2,5,1
914,2,4,1,5
915,5,1,4,1
916,1,4,5,1
917,2,1,1,4
918,2,6,7,7
919,5,4,2,1
920,1,5,5,2
921,6,5,4,1
922,5,2,4,7
923,5,5,5,7
924,5,3,2,3
925,3,4,2,5
926,4,6,3,3
927,5,4,2,4
928,6,3,4,7
929,7,4,5,3
930,4,6,5,2
931,2,1,5,7
932,1,5,2,2
933,2,2,7,1
934,5,1,4,5
935,6,1,1,5
936,6,2,7,6
937,1,6,1,1
938,2,5,4,6
939,2,2,5,5
940,4,4,4,5
941,6,4,5,1
942,2,2,2,4
943,3,1,6,1
944,3,2,2,5
945,5,6,7,4
946,3,5,5,5
947,3,7,3,4
948,7,4,1,2
949,1,5,6,6
950,3,2,7,3
951,5,6,1,1
952,3,2,2,4
953,4,2,1,5
954,1,6,6,5
955,7,5,3,1
956,4,2,6,6
957,6,3,6,5
958,4,7,7,5
959,5,7,6,5
960,4,5,5,1
961,4,7,3,2
962,6,3,1,4
963,1,6,1,2
964,6,1,4,3
965,2,1,6,2
966,6,6,7,6
967,5,2,2,6
968,3,5,2,1
969,5,1,4,7
970,3,4,6,3
971,5,2,1,6
972,7,5,3,5
973,6,3,4,5
974,2,2,3,5
975,5,5,3,2
976,5,7,4,4
977,4,4,6,3
978,6,7,5,7
979,2,6,2,6
980,1,3,7,5
981,1,5,5,5
982,7,1,2,4
983,3,3,6,1
984,2,6,4,6
985,6,3,4,7
986,1,5,1,3
987,4,4,5,5
988,1,6,7,3
989,3,6,7,6
990,3,2,7,1
991,4,3,6,5
992,5,2,3,1
993,2,4,1,5
994,3,7,6,4
995,6,3,2,3
996,6,6,4,3
997,3,3,1,2
998,3,5,1,3
999,6,3,1,6
